date,source,segment,customer_id,dealership_location,vehicle_type,product_area,rating,feedback
2026-05-16,Cars.com,Repeat Customer,DLR-CUST-10916,Downtown Auto Mall,Luxury SUV,Website,3,"Online chat answered basic questions, but could not confirm real inventory."
2026-05-17,Facebook,Repeat Customer,DLR-CUST-10917,Downtown Auto Mall,Certified Pre-Owned,Website,1,I submitted a lead form and never received a response.
2026-05-18,Facebook,Repeat Customer,DLR-CUST-10918,Downtown Auto Mall,Truck,Communication,5,Everyone followed up quickly and kept me informed during the purchase.
2026-05-19,Google Reviews,Repeat Customer,DLR-CUST-10919,Northside Motors,Sedan,Communication,2,I received too many calls after asking to communicate by email only.
2026-05-20,Dealer Website,Repeat Customer,DLR-CUST-10920,Northside Motors,Truck,Communication,3,Communication was polite but inconsistent between sales and finance.
2026-05-21,Service Survey,Luxury Buyer,DLR-CUST-10921,Northside Motors,SUV,Communication,1,Nobody returned my voicemail about a warranty question.
2026-05-22,Cars.com,Luxury Buyer,DLR-CUST-10922,West Valley Cars,Certified Pre-Owned,Warranty,4,The warranty options were explained clearly without pressure.
2026-05-23,Facebook,Luxury Buyer,DLR-CUST-10923,West Valley Cars,Hybrid,Warranty,2,I was not told which warranty items were optional until the final paperwork.
2026-05-24,Google Reviews,Luxury Buyer,DLR-CUST-10924,West Valley Cars,Luxury SUV,Warranty,3,"Coverage seems good, but the exclusions should be easier to read."
2026-05-25,Email Survey,Luxury Buyer,DLR-CUST-10925,Lakeside Dealership,SUV,Cleanliness,5,The showroom was clean and the vehicle was spotless at pickup.
2026-05-26,Cars.com,Budget Buyer,DLR-CUST-10926,Lakeside Dealership,Van,Cleanliness,2,The used vehicle still had stains inside when I came for delivery.
2026-05-27,Facebook,Budget Buyer,DLR-CUST-10927,Lakeside Dealership,SUV,Cleanliness,3,"The showroom was nice, but the service waiting area needs more seating."
2026-05-28,Cars.com,Budget Buyer,DLR-CUST-10928,Airport Auto Center,EV,Customer Support,4,The receptionist quickly connected me to the right department.
2026-05-29,Facebook,Budget Buyer,DLR-CUST-10929,Airport Auto Center,Truck,Customer Support,2,I was transferred three times before someone could answer my question.
2026-05-30,Google Reviews,Budget Buyer,DLR-CUST-10930,Airport Auto Center,Truck,Customer Support,1,The support line disconnected twice while I was checking service status.
2026-05-31,Dealer Website,Fleet Customer,DLR-CUST-10931,Downtown Auto Mall,Certified Pre-Owned,Customer Support,3,"Staff were friendly, but follow-up after purchase could be more proactive."
2026-06-01,Service Survey,Fleet Customer,DLR-CUST-10932,Downtown Auto Mall,Sedan,Sales Experience,5,The sales advisor listened carefully and helped me compare trims without pressure.
2026-06-02,Phone Follow-up,Fleet Customer,DLR-CUST-10933,Downtown Auto Mall,Luxury SUV,Sales Experience,2,The salesperson kept pushing add-ons after I said I was not interested.
2026-06-03,Email Survey,Fleet Customer,DLR-CUST-10934,Northside Motors,Sedan,Sales Experience,3,"The test drive was helpful, but I waited too long before someone greeted me."
2026-06-04,Cars.com,Fleet Customer,DLR-CUST-10935,Northside Motors,Truck,Sales Experience,4,The team explained the vehicle features clearly and made the buying process simple.
2026-06-05,Facebook,Service Customer,DLR-CUST-10936,Northside Motors,SUV,Financing,2,The final monthly payment was higher than what was discussed online.
2026-01-01,Google Reviews,Service Customer,DLR-CUST-10937,West Valley Cars,SUV,Financing,1,Finance paperwork took almost three hours and several fees were not explained.
2026-01-02,Dealer Website,Service Customer,DLR-CUST-10938,West Valley Cars,Certified Pre-Owned,Financing,4,The finance manager found a better rate than my bank and explained the terms well.
2026-01-03,Service Survey,Service Customer,DLR-CUST-10939,West Valley Cars,Certified Pre-Owned,Financing,3,"Loan options were presented clearly, but the wait for approval was too long."
2026-01-04,Dealer Website,Service Customer,DLR-CUST-10940,Lakeside Dealership,Certified Pre-Owned,Pricing,2,The advertised price did not include mandatory dealer add-ons.
2026-01-05,Service Survey,Trade-in Customer,DLR-CUST-10941,Lakeside Dealership,Certified Pre-Owned,Pricing,1,I felt misled by the online price because the quote changed at the dealership.
2026-01-06,Phone Follow-up,Trade-in Customer,DLR-CUST-10942,Lakeside Dealership,SUV,Pricing,4,The price was fair and the final invoice matched the quote.
2026-01-07,Email Survey,Trade-in Customer,DLR-CUST-10943,Airport Auto Center,SUV,Pricing,3,"Discounts were good, but the fee breakdown should be easier to understand."
2026-01-08,Google Reviews,Trade-in Customer,DLR-CUST-10944,Airport Auto Center,SUV,Inventory,2,The car listed online was already sold when I arrived for my appointment.
2026-01-09,Dealer Website,Trade-in Customer,DLR-CUST-10945,Airport Auto Center,EV,Inventory,3,Inventory filters on the website are useful but some colors are listed incorrectly.
2026-01-10,Service Survey,First-time Buyer,DLR-CUST-10946,Downtown Auto Mall,Certified Pre-Owned,Inventory,4,They had several trims available and helped me find the right configuration.
2026-01-11,Phone Follow-up,First-time Buyer,DLR-CUST-10947,Downtown Auto Mall,EV,Inventory,1,I drove across town for a vehicle that was marked available but unavailable in store.
2026-01-12,Phone Follow-up,First-time Buyer,DLR-CUST-10948,Downtown Auto Mall,Certified Pre-Owned,Trade-in,2,The trade-in offer was much lower than the estimate I received online.
2026-01-13,Email Survey,First-time Buyer,DLR-CUST-10949,Northside Motors,Sedan,Trade-in,4,The appraisal was quick and the trade-in credit was clearly applied to my purchase.
2026-01-14,Cars.com,First-time Buyer,DLR-CUST-10950,Northside Motors,Sedan,Trade-in,3,"Trade-in inspection was fair, but I wanted more explanation about the valuation."
2026-01-15,Facebook,Repeat Customer,DLR-CUST-10951,Northside Motors,Van,Trade-in,1,My trade-in quote changed twice during the same visit.
2026-01-16,Phone Follow-up,Repeat Customer,DLR-CUST-10952,West Valley Cars,Hybrid,Service Department,5,Service was fast and the advisor sent updates while my car was being repaired.
2026-01-17,Email Survey,Repeat Customer,DLR-CUST-10953,West Valley Cars,Truck,Service Department,2,The repair took two days longer than promised and nobody called me.
2026-01-18,Cars.com,Repeat Customer,DLR-CUST-10954,West Valley Cars,Hybrid,Service Department,3,"The oil change was fine, but the waiting area was overcrowded."
2026-01-19,Facebook,Repeat Customer,DLR-CUST-10955,Lakeside Dealership,EV,Service Department,1,The same warning light came back the day after service.
2026-01-20,Dealer Website,Luxury Buyer,DLR-CUST-10956,Lakeside Dealership,Certified Pre-Owned,Parts,2,The replacement part was delayed and I had to call multiple times for updates.
2026-01-21,Service Survey,Luxury Buyer,DLR-CUST-10957,Lakeside Dealership,Sedan,Parts,4,Parts staff found the correct accessory and installed it the same afternoon.
2026-01-22,Phone Follow-up,Luxury Buyer,DLR-CUST-10958,Airport Auto Center,Sedan,Parts,3,"The part arrived on time, but the installation appointment was hard to schedule."
2026-01-23,Google Reviews,Luxury Buyer,DLR-CUST-10959,Airport Auto Center,EV,Delivery,5,Home delivery was smooth and the specialist walked me through the vehicle settings.
2026-01-24,Dealer Website,Luxury Buyer,DLR-CUST-10960,Airport Auto Center,SUV,Delivery,2,The vehicle was delivered with low tire pressure and no floor mats.
2026-01-25,Service Survey,Budget Buyer,DLR-CUST-10961,Downtown Auto Mall,EV,Delivery,3,"Pickup was organized, but the final detailing could have been better."
2026-01-26,Phone Follow-up,Budget Buyer,DLR-CUST-10962,Downtown Auto Mall,Truck,Delivery,1,The delivery appointment was missed and I had to reschedule twice.
2026-01-27,Phone Follow-up,Budget Buyer,DLR-CUST-10963,Downtown Auto Mall,Luxury SUV,Website,4,The website made it easy to compare vehicles and calculate estimated payments.
2026-01-28,Email Survey,Budget Buyer,DLR-CUST-10964,Northside Motors,Certified Pre-Owned,Website,2,The payment calculator does not match the numbers provided by finance.
2026-01-29,Cars.com,Budget Buyer,DLR-CUST-10965,Northside Motors,Van,Website,3,"Online chat answered basic questions, but could not confirm real inventory."
2026-01-30,Facebook,Fleet Customer,DLR-CUST-10966,Northside Motors,Luxury SUV,Website,1,I submitted a lead form and never received a response.
2026-01-31,Facebook,Fleet Customer,DLR-CUST-10967,West Valley Cars,EV,Communication,5,Everyone followed up quickly and kept me informed during the purchase.
2026-02-01,Google Reviews,Fleet Customer,DLR-CUST-10968,West Valley Cars,SUV,Communication,2,I received too many calls after asking to communicate by email only.
2026-02-02,Dealer Website,Fleet Customer,DLR-CUST-10969,West Valley Cars,EV,Communication,3,Communication was polite but inconsistent between sales and finance.
2026-02-03,Service Survey,Fleet Customer,DLR-CUST-10970,Lakeside Dealership,Truck,Communication,1,Nobody returned my voicemail about a warranty question.
2026-02-04,Cars.com,Service Customer,DLR-CUST-10971,Lakeside Dealership,Luxury SUV,Warranty,4,The warranty options were explained clearly without pressure.
2026-02-05,Facebook,Service Customer,DLR-CUST-10972,Lakeside Dealership,Certified Pre-Owned,Warranty,2,I was not told which warranty items were optional until the final paperwork.
2026-02-06,Google Reviews,Service Customer,DLR-CUST-10973,Airport Auto Center,Van,Warranty,3,"Coverage seems good, but the exclusions should be easier to read."
2026-02-07,Email Survey,Service Customer,DLR-CUST-10974,Airport Auto Center,Truck,Cleanliness,5,The showroom was clean and the vehicle was spotless at pickup.
2026-02-08,Cars.com,Service Customer,DLR-CUST-10975,Airport Auto Center,Sedan,Cleanliness,2,The used vehicle still had stains inside when I came for delivery.
2026-02-09,Facebook,Trade-in Customer,DLR-CUST-10976,Downtown Auto Mall,Truck,Cleanliness,3,"The showroom was nice, but the service waiting area needs more seating."
2026-02-10,Cars.com,Trade-in Customer,DLR-CUST-10977,Downtown Auto Mall,Hybrid,Customer Support,4,The receptionist quickly connected me to the right department.
2026-02-11,Facebook,Trade-in Customer,DLR-CUST-10978,Downtown Auto Mall,EV,Customer Support,2,I was transferred three times before someone could answer my question.
2026-02-12,Google Reviews,Trade-in Customer,DLR-CUST-10979,Northside Motors,EV,Customer Support,1,The support line disconnected twice while I was checking service status.
2026-02-13,Dealer Website,Trade-in Customer,DLR-CUST-10980,Northside Motors,Luxury SUV,Customer Support,3,"Staff were friendly, but follow-up after purchase could be more proactive."
2026-02-14,Service Survey,First-time Buyer,DLR-CUST-10981,Northside Motors,SUV,Sales Experience,5,The sales advisor listened carefully and helped me compare trims without pressure.
2026-02-15,Phone Follow-up,First-time Buyer,DLR-CUST-10982,West Valley Cars,Van,Sales Experience,2,The salesperson kept pushing add-ons after I said I was not interested.
2026-02-16,Email Survey,First-time Buyer,DLR-CUST-10983,West Valley Cars,SUV,Sales Experience,3,"The test drive was helpful, but I waited too long before someone greeted me."
2026-02-17,Cars.com,First-time Buyer,DLR-CUST-10984,West Valley Cars,EV,Sales Experience,4,The team explained the vehicle features clearly and made the buying process simple.
2026-02-18,Facebook,First-time Buyer,DLR-CUST-10985,Lakeside Dealership,Truck,Financing,2,The final monthly payment was higher than what was discussed online.
2026-02-19,Google Reviews,Repeat Customer,DLR-CUST-10986,Lakeside Dealership,Truck,Financing,1,Finance paperwork took almost three hours and several fees were not explained.
2026-02-20,Dealer Website,Repeat Customer,DLR-CUST-10987,Lakeside Dealership,Luxury SUV,Financing,4,The finance manager found a better rate than my bank and explained the terms well.
2026-02-21,Service Survey,Repeat Customer,DLR-CUST-10988,Airport Auto Center,Luxury SUV,Financing,3,"Loan options were presented clearly, but the wait for approval was too long."
2026-02-22,Dealer Website,Repeat Customer,DLR-CUST-10989,Airport Auto Center,Luxury SUV,Pricing,2,The advertised price did not include mandatory dealer add-ons.
2026-02-23,Service Survey,Repeat Customer,DLR-CUST-10990,Airport Auto Center,Luxury SUV,Pricing,1,I felt misled by the online price because the quote changed at the dealership.
2026-02-24,Phone Follow-up,Luxury Buyer,DLR-CUST-10991,Downtown Auto Mall,Truck,Pricing,4,The price was fair and the final invoice matched the quote.
2026-02-25,Email Survey,Luxury Buyer,DLR-CUST-10992,Downtown Auto Mall,Truck,Pricing,3,"Discounts were good, but the fee breakdown should be easier to understand."
2026-02-26,Google Reviews,Luxury Buyer,DLR-CUST-10993,Downtown Auto Mall,Truck,Inventory,2,The car listed online was already sold when I arrived for my appointment.
2026-02-27,Dealer Website,Luxury Buyer,DLR-CUST-10994,Northside Motors,Hybrid,Inventory,3,Inventory filters on the website are useful but some colors are listed incorrectly.
2026-02-28,Service Survey,Luxury Buyer,DLR-CUST-10995,Northside Motors,Luxury SUV,Inventory,4,They had several trims available and helped me find the right configuration.
2026-03-01,Phone Follow-up,Budget Buyer,DLR-CUST-10996,Northside Motors,Hybrid,Inventory,1,I drove across town for a vehicle that was marked available but unavailable in store.
2026-03-02,Phone Follow-up,Budget Buyer,DLR-CUST-10997,West Valley Cars,Luxury SUV,Trade-in,2,The trade-in offer was much lower than the estimate I received online.
2026-03-03,Email Survey,Budget Buyer,DLR-CUST-10998,West Valley Cars,SUV,Trade-in,4,The appraisal was quick and the trade-in credit was clearly applied to my purchase.
2026-03-04,Cars.com,Budget Buyer,DLR-CUST-10999,West Valley Cars,SUV,Trade-in,3,"Trade-in inspection was fair, but I wanted more explanation about the valuation."
2026-03-05,Facebook,Budget Buyer,DLR-CUST-11000,Lakeside Dealership,Sedan,Trade-in,1,My trade-in quote changed twice during the same visit.
